gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.16530685126781464,0.4700801372528076,-1.1392470611326644e-07","0.18714097142219543,0.450288861989975,-0.01764361932873726","0.2041453719139099,0.39960575103759766,-0.026235125958919525","0.19728480279445648,0.3529278635978699,-0.03302166983485222","0.1739092767238617,0.33805006742477417,-0.0365963876247406","0.1856669932603836,0.3261294662952423,-0.00921111274510622","0.1835283637046814,0.3069135546684265,-0.0263880155980587","0.1882239431142807,0.3474940061569214,-0.033672843128442764","0.18815287947654724,0.362424373626709,-0.03623906522989273","0.16335858404636383,0.32833221554756165,-0.007124720606952906","0.16021274030208588,0.3236977756023407,-0.022422825917601585","0.17041245102882385,0.37434709072113037,-0.022716322913765907","0.17047972977161407,0.37375691533088684,-0.01933583803474903","0.14429444074630737,0.3441794514656067,-0.008637613616883755","0.143327996134758,0.3490985929965973,-0.024391451850533485","0.15523768961429596,0.39020204544067383,-0.017751477658748627","0.15505608916282654,0.3893890678882599,-0.01004098542034626","0.12619605660438538,0.3679589033126831,-0.01191271748393774","0.12950105965137482,0.3780878186225891,-0.02144327014684677","0.1405419111251831,0.4038616418838501,-0.017070863395929337","0.1420554518699646,0.40181925892829895,-0.011318163946270943"
0.0,"0.16756270825862885,0.47789931297302246,-5.8666188351708115e-08","0.18686722218990326,0.4523133635520935,-0.01587790437042713","0.19677956402301788,0.40704622864723206,-0.024186914786696434","0.18761947751045227,0.37046003341674805,-0.0314444862306118","0.1686524897813797,0.35242322087287903,-0.036389339715242386","0.18398238718509674,0.3363971412181854,-0.00829582940787077","0.1783815175294876,0.3078800141811371,-0.02540130540728569","0.18072731792926788,0.32488155364990234,-0.033225007355213165","0.18185286223888397,0.3400629162788391,-0.03576619178056717","0.1627640426158905,0.34308508038520813,-0.0071571022272109985","0.1533253937959671,0.32599079608917236,-0.024372927844524384","0.16216488182544708,0.3714880347251892,-0.026013290509581566","0.16686542332172394,0.3784157633781433,-0.02260153368115425","0.1447342485189438,0.359537810087204,-0.009311476722359657","0.13607926666736603,0.35143178701400757,-0.02728237211704254","0.14789071679115295,0.3909009099006653,-0.021816756576299667","0.15327981114387512,0.39556702971458435,-0.013760573230683804","0.12801897525787354,0.3839946389198303,-0.012952268123626709","0.12313617765903473,0.3792973756790161,-0.0249025896191597","0.13430361449718475,0.406254380941391,-0.020733920857310295","0.14046138525009155,0.4100804924964905,-0.014362510293722153"
0.0,"0.1769721359014511,0.47790759801864624,-1.0108212222803559e-07","0.19145257771015167,0.4466252326965332,-0.020077021792531013","0.1963336020708084,0.4049033224582672,-0.031176047399640083","0.1807081401348114,0.3776647448539734,-0.03984691575169563","0.16142749786376953,0.362617552280426,-0.04549684002995491","0.18378952145576477,0.3182092010974884,-0.014987397007644176","0.1662076711654663,0.31640860438346863,-0.03534935042262077","0.17087018489837646,0.3536982238292694,-0.046242427080869675","0.1779927909374237,0.3693832755088806,-0.05116946995258331","0.16166828572750092,0.33099082112312317,-0.012880029156804085","0.14531007409095764,0.3344034254550934,-0.03450942784547806","0.15510976314544678,0.37940409779548645,-0.03971625864505768","0.16304191946983337,0.388264000415802,-0.03881140053272247","0.14381936192512512,0.35413312911987305,-0.014165312983095646","0.13015902042388916,0.36360394954681396,-0.03558966889977455","0.14267314970493317,0.40169328451156616,-0.03291044011712074","0.15194138884544373,0.40455228090286255,-0.026390109211206436","0.12980763614177704,0.3842640817165375,-0.017122045159339905","0.12107861042022705,0.3908711075782776,-0.03096969611942768","0.1320761740207672,0.41701963543891907,-0.02872580662369728","0.14121288061141968,0.4178623557090759,-0.023464348167181015"
0.0,"0.18268907070159912,0.47761836647987366,-1.3288216393902985e-07","0.19882625341415405,0.45535752177238464,-0.022855060175061226","0.20508453249931335,0.41913482546806335,-0.035890039056539536","0.1921934187412262,0.3948073983192444,-0.04603807255625725","0.17361152172088623,0.3824608623981476,-0.05286020785570145","0.1941918432712555,0.3225530982017517,-0.0192918349057436","0.17874668538570404,0.32371702790260315,-0.04349038749933243","0.18151652812957764,0.3598075211048126,-0.056136831641197205","0.18734118342399597,0.3755539357662201,-0.061396002769470215","0.16990405321121216,0.32797837257385254,-0.016039442270994186","0.15252338349819183,0.34832850098609924,-0.03999178856611252","0.16280564665794373,0.39532965421676636,-0.04393232241272926","0.1721750795841217,0.3999321758747101,-0.041405756026506424","0.1501625031232834,0.34828174114227295,-0.01675591617822647","0.1367170363664627,0.3747013211250305,-0.03933851048350334","0.14924153685569763,0.4151756465435028,-0.034788426011800766","0.15939293801784515,0.4159170389175415,-0.026576273143291473","0.13529185950756073,0.3758329749107361,-0.01961464248597622","0.1266157031059265,0.3994198143482208,-0.03454668074846268","0.13859573006629944,0.4287341237068176,-0.031886424869298935","0.14896515011787415,0.4280377924442291,-0.025551708415150642"
0.0,"0.19256947934627533,0.465802401304245,-1.0092168878372831e-07","0.21167027950286865,0.44797155261039734,-0.01710491068661213","0.22172614932060242,0.41903311014175415,-0.029679803177714348","0.2117357701063156,0.4006490707397461,-0.040495458990335464","0.19167496263980865,0.39961856603622437,-0.049957115203142166","0.20040826499462128,0.32582026720046997,-0.022193022072315216","0.18975690007209778,0.3330764174461365,-0.04319716989994049","0.19042526185512543,0.36111223697662354,-0.05626886710524559","0.19392643868923187,0.3801898658275604,-0.06291505694389343","0.17578651010990143,0.3330126404762268,-0.021430427208542824","0.16684874892234802,0.37022385001182556,-0.04141879826784134","0.18179628252983093,0.411425918340683,-0.04688114672899246","0.19541533291339874,0.4294509291648865,-0.047431234270334244","0.15501508116722107,0.3579709827899933,-0.022924792021512985","0.1518867462873459,0.40101301670074463,-0.04007396847009659","0.16727691888809204,0.4317898154258728,-0.037376269698143005","0.17887790501117706,0.44213515520095825,-0.03262829780578613","0.1385587751865387,0.39045679569244385,-0.02618851698935032","0.1393887847661972,0.42844557762145996,-0.03726930916309357","0.15298709273338318,0.45219314098358154,-0.03537874296307564","0.16314004361629486,0.4558660089969635,-0.0312473326921463"
0.0,"0.18127238750457764,0.48429274559020996,-9.619590457532468e-08","0.20207267999649048,0.47515708208084106,-0.019334549084305763","0.22126252949237823,0.460263729095459,-0.033255159854888916","0.2283928096294403,0.4499026834964752,-0.04563186317682266","0.22585159540176392,0.4381773769855499,-0.05498825013637543","0.2060169130563736,0.3469993770122528,-0.021299555897712708","0.2092089056968689,0.35158297419548035,-0.04415593668818474","0.21539416909217834,0.38595783710479736,-0.05702311918139458","0.2194821536540985,0.4032837450504303,-0.0629461258649826","0.18110540509223938,0.3491002321243286,-0.020141668617725372","0.18848098814487457,0.3956872224807739,-0.038807157427072525","0.19842077791690826,0.4272383451461792,-0.04450102895498276","0.20215390622615814,0.4256104528903961,-0.045961327850818634","0.16010314226150513,0.3715948760509491,-0.022255107760429382","0.17251889407634735,0.4366641938686371,-0.03864964470267296","0.18691137433052063,0.4552481472492218,-0.03905463218688965","0.19366003572940826,0.4453399181365967,-0.03685317188501358","0.1437854915857315,0.40330731868743896,-0.026581205427646637","0.1571969836950302,0.4541643261909485,-0.03753696754574776","0.17071545124053955,0.47258710861206055,-0.03835662454366684","0.17812517285346985,0.4676169157028198,-0.03628288209438324"
0.0,"0.1769426017999649,0.48975059390068054,-8.897382741679394e-08","0.20501714944839478,0.4807678461074829,-0.02131996862590313","0.22591719031333923,0.4622630178928375,-0.037451859563589096","0.23694173991680145,0.44978103041648865,-0.05158258229494095","0.23757216334342957,0.442383348941803,-0.06292165815830231","0.20809319615364075,0.34467217326164246,-0.024676160886883736","0.23221516609191895,0.3867656886577606,-0.04718494787812233","0.22493302822113037,0.41887274384498596,-0.0611969493329525","0.21525278687477112,0.410629004240036,-0.07078104466199875","0.18407833576202393,0.3514808714389801,-0.024309201166033745","0.21225479245185852,0.4064819812774658,-0.044802311807870865","0.20706874132156372,0.4376874566078186,-0.050560880452394485","0.2002023607492447,0.42467889189720154,-0.05397333949804306","0.16484633088111877,0.37625497579574585,-0.026920920237898827","0.19336028397083282,0.4324135184288025,-0.042866941541433334","0.191868856549263,0.45415186882019043,-0.04063007980585098","0.18552695214748383,0.4407006502151489,-0.038586780428886414","0.15121188759803772,0.4095565974712372,-0.032232798635959625","0.17504528164863586,0.45341479778289795,-0.04247273877263069","0.17474491894245148,0.4665086567401886,-0.04325997829437256","0.16781486570835114,0.4543200135231018,-0.04303205385804176"
0.0,"0.1758379191160202,0.4947330355644226,-1.0072613321199242e-07","0.20525431632995605,0.48192960023880005,-0.016283879056572914","0.22702708840370178,0.4594115912914276,-0.028729591518640518","0.2412397265434265,0.44395753741264343,-0.03999828174710274","0.2465904802083969,0.4350700378417969,-0.04861903563141823","0.20507468283176422,0.3442411422729492,-0.016962651163339615","0.23591205477714539,0.3801349997520447,-0.034796811640262604","0.2272833287715912,0.41309964656829834,-0.04607854038476944","0.2171134054660797,0.408903568983078,-0.054329004138708115","0.18541863560676575,0.3507579267024994,-0.018309833481907845","0.22236396372318268,0.398512065410614,-0.035092808306217194","0.21333523094654083,0.4284985363483429,-0.03999755159020424","0.20500227808952332,0.4204254746437073,-0.04329010844230652","0.16963665187358856,0.3749620318412781,-0.02218676172196865","0.2052234709262848,0.4247753918170929,-0.035719361156225204","0.1987987607717514,0.4470539689064026,-0.03458409756422043","0.1909005045890808,0.43715766072273254,-0.03367753326892853","0.15882310271263123,0.408362478017807,-0.028266141191124916","0.18791447579860687,0.44732239842414856,-0.0367778055369854","0.1837046891450882,0.4613318145275116,-0.03777991980314255","0.17487408220767975,0.45135143399238586,-0.038236457854509354"
0.0,"0.17759524285793304,0.4991646707057953,-7.715363636862094e-08","0.2090516835451126,0.480327844619751,-0.01395583525300026","0.23178619146347046,0.45334768295288086,-0.025612980127334595","0.24699696898460388,0.4348584711551666,-0.03633778914809227","0.24929437041282654,0.4287814795970917,-0.044707439839839935","0.20151907205581665,0.34280312061309814,-0.015971822664141655","0.2373753786087036,0.36845511198043823,-0.03191693499684334","0.2318650335073471,0.40364721417427063,-0.041572608053684235","0.22167466580867767,0.4050002992153168,-0.048570528626441956","0.184538334608078,0.3528360426425934,-0.017986273393034935","0.22656311094760895,0.39063283801078796,-0.03270042687654495","0.2181485891342163,0.42290955781936646,-0.03631886467337608","0.20827485620975494,0.4201551079750061,-0.038851141929626465","0.17222867906093597,0.37961509823799133,-0.022086769342422485","0.2131182849407196,0.41811418533325195,-0.034196946769952774","0.2048930525779724,0.4425632059574127,-0.032531287521123886","0.19481460750102997,0.4376470744609833,-0.03144965320825577","0.16524581611156464,0.4146391451358795,-0.028038572520017624","0.198757603764534,0.44494375586509705,-0.035653699189424515","0.19269485771656036,0.4609626829624176,-0.03584066405892372","0.18207453191280365,0.4552401006221771,-0.035844843834638596"
0.0,"0.18189367651939392,0.5085500478744507,-8.120967720515182e-08","0.21491727232933044,0.4849327802658081,-0.012298361398279667","0.23785370588302612,0.4528869390487671,-0.022650903090834618","0.25193798542022705,0.4282199442386627,-0.03247227147221565","0.2462303191423416,0.4203717112541199,-0.03984936326742172","0.19862672686576843,0.3477679491043091,-0.012677887454628944","0.23857590556144714,0.36122775077819824,-0.028107669204473495","0.23458266258239746,0.39907509088516235,-0.03716956079006195","0.22380593419075012,0.403375506401062,-0.04325598478317261","0.18510393798351288,0.3580497205257416,-0.014855372719466686","0.23068968951702118,0.3836980164051056,-0.029239825904369354","0.22309213876724243,0.41801565885543823,-0.0324588306248188","0.21252261102199554,0.41938573122024536,-0.034040965139865875","0.17631763219833374,0.3834659159183502,-0.019088473170995712","0.2196848839521408,0.41180476546287537,-0.03069327212870121","0.2115427851676941,0.44015341997146606,-0.028541790321469307","0.20111730694770813,0.44029000401496887,-0.026622101664543152","0.17258337140083313,0.4166682958602905,-0.025035837665200233","0.2072196900844574,0.441025048494339,-0.03177348151803017","0.20113524794578552,0.45994383096694946,-0.0312834307551384","0.19054114818572998,0.4593416452407837,-0.030528828501701355"
0.0,"0.18928338587284088,0.5163669586181641,-1.4100679379680514e-07","0.21889576315879822,0.4927898943424225,-0.008029438555240631","0.241225928068161,0.45126745104789734,-0.015562109649181366","0.25391101837158203,0.4150749444961548,-0.023049186915159225","0.24251268804073334,0.40073132514953613,-0.028034096583724022","0.1959639936685562,0.35463330149650574,-0.007805994711816311","0.23407088220119476,0.35482335090637207,-0.02325158752501011","0.23529982566833496,0.3996914029121399,-0.03170912340283394","0.225618377327919,0.4100296199321747,-0.03650132566690445","0.18310683965682983,0.35909831523895264,-0.01142734196037054","0.2286960333585739,0.369958758354187,-0.02561703696846962","0.22751761972904205,0.41759419441223145,-0.02734222635626793","0.21736255288124084,0.42365917563438416,-0.02676669880747795","0.175269216299057,0.3773166835308075,-0.016950098797678947","0.21893613040447235,0.39379990100860596,-0.030213724821805954","0.21662046015262604,0.434844046831131,-0.02629457414150238","0.20586809515953064,0.4387321174144745,-0.02176531031727791","0.17154091596603394,0.40387672185897827,-0.023484481498599052","0.2074347585439682,0.4164183735847473,-0.030374610796570778","0.20551730692386627,0.44439002871513367,-0.027064215391874313","0.19451919198036194,0.44994065165519714,-0.023526350036263466"
