gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.38642799854278564,0.47932377457618713,-5.498334587628051e-08","0.4001258909702301,0.4543139338493347,-0.0046820384450256824","0.40934687852859497,0.424257755279541,-0.008080861531198025","0.4081006348133087,0.4016304612159729,-0.011476622894406319","0.396820604801178,0.3955117464065552,-0.013413676992058754","0.390663743019104,0.38747143745422363,-0.000886394816916436","0.40126991271972656,0.38057222962379456,-0.007950009778141975","0.4035455584526062,0.4040721654891968,-0.012320040725171566","0.3991844058036804,0.4098818898200989,-0.015092340297996998","0.3803693354129791,0.38932985067367554,-0.002192670712247491","0.39240312576293945,0.3890366852283478,-0.008247057907283306","0.3963412642478943,0.41383060812950134,-0.010011550039052963","0.3918798267841339,0.41542166471481323,-0.010518490336835384","0.37257832288742065,0.39934176206588745,-0.004652767442166805","0.3857448101043701,0.4031262695789337,-0.010570021346211433","0.3895518481731415,0.4254169464111328,-0.00818239338696003","0.38410118222236633,0.4277961254119873,-0.0058473264798521996","0.367145836353302,0.41349220275878906,-0.007777576334774494","0.379759818315506,0.4183562695980072,-0.011209678836166859","0.38269728422164917,0.4329405725002289,-0.009241363033652306","0.3777204751968384,0.43542784452438354,-0.0070966980420053005"
0.0,"0.3748902678489685,0.45596468448638916,-3.955620542228644e-08","0.3877662122249603,0.42990952730178833,-0.004379893187433481","0.3970624804496765,0.399471253156662,-0.0077325450256466866","0.39637571573257446,0.37532949447631836,-0.011161440052092075","0.3859979510307312,0.3656452000141144,-0.013328887522220612","0.38160714507102966,0.36463460326194763,-0.0007697425317019224","0.39007773995399475,0.3564873933792114,-0.007013772614300251","0.39166131615638733,0.3766160011291504,-0.011103599332273006","0.3868262469768524,0.3805461525917053,-0.013812601566314697","0.3705682158470154,0.36555683612823486,-0.0018090285593643785","0.3804567754268646,0.3644919991493225,-0.006499696988612413","0.383802592754364,0.3863056004047394,-0.007837589830160141","0.3791840672492981,0.3847435414791107,-0.008539948612451553","0.3621394634246826,0.3745206892490387,-0.003924190998077393","0.3736967146396637,0.37609389424324036,-0.008746777661144733","0.3769434094429016,0.39571037888526917,-0.006158127915114164","0.37140926718711853,0.39587655663490295,-0.00414972472935915","0.3556734323501587,0.3871489465236664,-0.0066815693862736225","0.3671291470527649,0.3901612460613251,-0.009765492752194405","0.37000006437301636,0.40276768803596497,-0.007726495619863272","0.3652113080024719,0.40380191802978516,-0.005678075365722179"
0.0,"0.36849379539489746,0.4352380335330963,-6.610068226109433e-08","0.382734090089798,0.41045939922332764,-0.005083364434540272","0.39211565256118774,0.38090765476226807,-0.008546269498765469","0.3896871507167816,0.356267511844635,-0.012091676704585552","0.37792110443115234,0.347751647233963,-0.014206777326762676","0.37849166989326477,0.3464650511741638,-0.0011883835541084409","0.38513848185539246,0.33650505542755127,-0.008155318908393383","0.38717561960220337,0.36147987842559814,-0.012097300961613655","0.3832206726074219,0.3667154610157013,-0.014562278985977173","0.3671029508113861,0.3472866415977478,-0.002176521345973015","0.37502169609069824,0.3443200886249542,-0.008185058832168579","0.3788622319698334,0.37097227573394775,-0.009515383280813694","0.37424683570861816,0.37140655517578125,-0.009708110243082047","0.358002245426178,0.3559912443161011,-0.004368497058749199","0.36684277653694153,0.35657045245170593,-0.010832049883902073","0.3714863061904907,0.37947016954421997,-0.008124313317239285","0.36639469861984253,0.38109278678894043,-0.00538804242387414","0.35033681988716125,0.3683856725692749,-0.007136025931686163","0.3600481152534485,0.3720444440841675,-0.011289902031421661","0.36388668417930603,0.38629430532455444,-0.00914193969219923","0.3592556118965149,0.3878644108772278,-0.006645606365054846"
0.0,"0.3593890964984894,0.41177552938461304,-4.1281658980096836e-08","0.3730957508087158,0.3876895010471344,-0.005952964536845684","0.38270193338394165,0.35707899928092957,-0.00910896249115467","0.3799923360347748,0.33061453700065613,-0.012345663271844387","0.36846503615379333,0.32143092155456543,-0.014061763882637024","0.37134939432144165,0.3272188901901245,0.0006987163214944303","0.3760206997394562,0.3113514184951782,-0.006006033159792423","0.378418505191803,0.33455953001976013,-0.009267696179449558","0.3753068149089813,0.34073853492736816,-0.010693044401705265","0.3606642782688141,0.32823458313941956,0.0005624651093967259","0.3655727803707123,0.3186151683330536,-0.004712957423180342","0.369704008102417,0.34581854939460754,-0.0048557473346591","0.36587879061698914,0.3451002836227417,-0.003825459396466613","0.35141146183013916,0.3353978991508484,-0.0011498357634991407","0.3568449020385742,0.3286522328853607,-0.007663751021027565","0.3618279695510864,0.3527602255344391,-0.0039152116514742374","0.3580324649810791,0.35454103350639343,3.988646494690329e-05","0.34216955304145813,0.34586670994758606,-0.003453782992437482","0.34917014837265015,0.3414744734764099,-0.007137936539947987","0.3537709712982178,0.3572123646736145,-0.0036076270043849945","0.35066482424736023,0.3607339859008789,0.00017101435514632612"
0.0,"0.34969744086265564,0.38798755407333374,-5.083286325202607e-08","0.3642992675304413,0.3639349639415741,-0.00494576757773757","0.37385663390159607,0.3339042067527771,-0.007278415374457836","0.36938852071762085,0.30785685777664185,-0.009775485843420029","0.35812607407569885,0.2998349964618683,-0.010811795480549335","0.3629545569419861,0.3092193305492401,0.0011648559011518955","0.3659687936306,0.28924041986465454,-0.005673232488334179","0.3682132363319397,0.3134186267852783,-0.00918953400105238","0.36600199341773987,0.32170170545578003,-0.010716844350099564","0.35258948802948,0.31189078092575073,0.0004469259874895215","0.3555034101009369,0.2963433861732483,-0.005810044705867767","0.35957542061805725,0.3241371214389801,-0.0067577180452644825","0.35654324293136597,0.32718247175216675,-0.0060492935590445995","0.343453586101532,0.31893235445022583,-0.0017185516189783812","0.34680771827697754,0.30670180916786194,-0.009006287902593613","0.35176023840904236,0.3314436376094818,-0.005780631676316261","0.34868356585502625,0.33545398712158203,-0.0018725250847637653","0.33411863446235657,0.3287668228149414,-0.004282594658434391","0.3393087089061737,0.3189137578010559,-0.00818366277962923","0.3438419699668884,0.3349759876728058,-0.00452428637072444","0.3411872088909149,0.33980828523635864,-0.0006460616132244468"
0.0,"0.3394221067428589,0.36926504969596863,-4.1443641407568066e-08","0.35396698117256165,0.34913885593414307,-0.005397929344326258","0.3622848093509674,0.32094043493270874,-0.008037770166993141","0.35916975140571594,0.2937546372413635,-0.01084657572209835","0.3480021357536316,0.28435641527175903,-0.012229938991367817","0.3536766767501831,0.2985135614871979,0.0008005778072401881","0.35514962673187256,0.27465590834617615,-0.006121698301285505","0.3574993312358856,0.29595890641212463,-0.009505034424364567","0.35627445578575134,0.3061131536960602,-0.010680445469915867","0.3439633548259735,0.3018456995487213,0.0005202614120207727","0.3449711203575134,0.2829916775226593,-0.005661874543875456","0.3489135503768921,0.3088732659816742,-0.006359752267599106","0.3472743332386017,0.3123752474784851,-0.0054148961789906025","0.3347320854663849,0.30886057019233704,-0.0012734427582472563","0.3366379141807556,0.2935555577278137,-0.008452530950307846","0.3412211835384369,0.31628358364105225,-0.0052337502129375935","0.33900129795074463,0.3206723630428314,-0.001320720068179071","0.3249375820159912,0.3174779415130615,-0.003527691587805748","0.32879167795181274,0.30528396368026733,-0.007169296499341726","0.3331429660320282,0.3196161687374115,-0.0034751102793961763","0.3311603367328644,0.32495972514152527,0.0003305948048364371"
0.0,"0.3299321234226227,0.3566959798336029,-6.466960655870935e-08","0.34370294213294983,0.34045785665512085,-0.0058249738067388535","0.3519396483898163,0.31081196665763855,-0.007773909717798233","0.3477931618690491,0.2838664650917053,-0.00946785043925047","0.33759865164756775,0.2742488980293274,-0.00954428594559431","0.3444594442844391,0.2875407636165619,-3.366200326127e-05","0.3461412787437439,0.2644558846950531,-0.006541223265230656","0.34715303778648376,0.28690916299819946,-0.009415955282747746","0.3459470868110657,0.2972237765789032,-0.010327359661459923","0.3346754312515259,0.2903476655483246,0.00024703616509214044","0.3354327082633972,0.2730286121368408,-0.005796463694423437","0.3384755551815033,0.2995097041130066,-0.0062023792415857315","0.3372651934623718,0.30300456285476685,-0.005030681379139423","0.3254077136516571,0.29713305830955505,-0.0009275038610212505","0.3265600800514221,0.2837924063205719,-0.008234310895204544","0.3308688998222351,0.3071458637714386,-0.0052167451940476894","0.329473078250885,0.31074559688568115,-0.0013626539148390293","0.315689355134964,0.30531010031700134,-0.002511519705876708","0.31856873631477356,0.2951849400997162,-0.006308021955192089","0.32253092527389526,0.31026387214660645,-0.0028678737580776215","0.3210202157497406,0.31444311141967773,0.0007882813224568963"
0.0,"0.3250492513179779,0.351956844329834,-7.402582724580498e-08","0.33842962980270386,0.3376660943031311,-0.005982554517686367","0.34632548689842224,0.3088052570819855,-0.008278376422822475","0.3426043689250946,0.28137636184692383,-0.010473152622580528","0.3325577974319458,0.27149614691734314,-0.011000442318618298","0.3408229947090149,0.2840935289859772,-0.0005703851929865777","0.34182095527648926,0.2622968554496765,-0.008044554851949215","0.34236183762550354,0.28251269459724426,-0.010876432992517948","0.34121277928352356,0.2918223738670349,-0.011551743373274803","0.33046460151672363,0.28657689690589905,-0.0005722070345655084","0.33070212602615356,0.2704095244407654,-0.007504316512495279","0.3334940969944,0.29704657196998596,-0.007304408121854067","0.3327403962612152,0.29794934391975403,-0.005386092234402895","0.3209399878978729,0.2929067611694336,-0.0021945051848888397","0.3215440511703491,0.28037431836128235,-0.010831979103386402","0.32564207911491394,0.3043442368507385,-0.007374635897576809","0.3245321810245514,0.306123286485672,-0.0028462663758546114","0.3110717535018921,0.30107590556144714,-0.004256080370396376","0.3136582374572754,0.2921270430088043,-0.009235871024429798","0.3174009323120117,0.30761685967445374,-0.005944481119513512","0.31610020995140076,0.3106927275657654,-0.0021112060640007257"
0.0,"0.3123442530632019,0.34817230701446533,-7.897540399426362e-08","0.32595422863960266,0.3340259790420532,-0.005579791963100433","0.3338637351989746,0.30336499214172363,-0.006937865167856216","0.32900509238243103,0.275046706199646,-0.008043022826313972","0.3178008198738098,0.2683064341545105,-0.0074540916830301285","0.32787272334098816,0.279981791973114,0.00032166263554245234","0.3280404210090637,0.25740060210227966,-0.0062880124896764755","0.3280411958694458,0.2799411416053772,-0.009085052646696568","0.32743892073631287,0.28876811265945435,-0.01004746649414301","0.317645788192749,0.28250959515571594,0.00037619954673573375","0.3166659474372864,0.2651975154876709,-0.006574675906449556","0.31918397545814514,0.2912828326225281,-0.007395658642053604","0.318600594997406,0.29387998580932617,-0.006302378140389919","0.3081960678100586,0.28883397579193115,-0.0009919977746903896","0.3073680102825165,0.27521416544914246,-0.00931522436439991","0.31117546558380127,0.2997443974018097,-0.0065394979901611805","0.31054937839508057,0.30298754572868347,-0.0025587393902242184","0.29838109016418457,0.2967618405818939,-0.002717206720262766","0.2993253767490387,0.2869540750980377,-0.007229219190776348","0.3028809428215027,0.3030635714530945,-0.004184849094599485","0.3022821545600891,0.3067745566368103,-0.0006928676157258451"
0.0,"0.3070937693119049,0.3467419743537903,-9.74485132587688e-08","0.3201976716518402,0.33357420563697815,-0.00579664995893836","0.32820820808410645,0.3037261962890625,-0.007290699519217014","0.32289063930511475,0.27649974822998047,-0.00838705524802208","0.3129786550998688,0.26797229051589966,-0.0076981657184660435","0.32293930649757385,0.2793877124786377,-0.0008389810100197792","0.32204481959342957,0.2581130266189575,-0.007508943323045969","0.32217565178871155,0.2809607982635498,-0.009850109927356243","0.3226029574871063,0.2888977825641632,-0.01057613454759121","0.3125189542770386,0.2822731137275696,-0.0007630182662978768","0.3112671673297882,0.26539620757102966,-0.008048121817409992","0.31381329894065857,0.2923849821090698,-0.008219913579523563","0.313827782869339,0.29534247517585754,-0.006585901603102684","0.3030250668525696,0.2887142598628998,-0.002105524530634284","0.30189353227615356,0.275773286819458,-0.010989966802299023","0.3056284487247467,0.3011131286621094,-0.007735570427030325","0.30528903007507324,0.3043479323387146,-0.0033677087631076574","0.29311403632164,0.2968829572200775,-0.0038038124330341816","0.29419416189193726,0.2877867519855499,-0.009041156619787216","0.2978220582008362,0.30481716990470886,-0.0059868586249649525","0.2974107563495636,0.3082791864871979,-0.002387347863987088"
0.0,"0.2966602146625519,0.3494936525821686,-8.664753181619744e-08","0.3100539445877075,0.33369338512420654,-0.005983998067677021","0.31720975041389465,0.30293458700180054,-0.00748438062146306","0.30990102887153625,0.276127427816391,-0.008534527383744717","0.2987554669380188,0.27088138461112976,-0.007861350663006306","0.31139180064201355,0.28175023198127747,-0.0004455538291949779","0.30911800265312195,0.259770005941391,-0.007353352848440409","0.3101065754890442,0.28214624524116516,-0.010250263847410679","0.3115755021572113,0.2897423803806305,-0.011338690295815468","0.3010805547237396,0.2856941819190979,-0.00031546485843136907","0.29847297072410583,0.26856163144111633,-0.007635107729583979","0.30186572670936584,0.29477742314338684,-0.008331570774316788","0.3024265170097351,0.2970592677593231,-0.007099375128746033","0.2918812036514282,0.29256176948547363,-0.0016800392186269164","0.289457768201828,0.27931222319602966,-0.010469738394021988","0.29393139481544495,0.3043840825557709,-0.007574744056910276","0.2945137917995453,0.3068675994873047,-0.0034393591340631247","0.28229087591171265,0.3011201024055481,-0.0034349921625107527","0.28185755014419556,0.2912432849407196,-0.0082497987896204","0.28581276535987854,0.3083125352859497,-0.0051543330773711205","0.2861631512641907,0.31218981742858887,-0.0016176572535187006"
